"list_id","child_id","wishes","submitted_date"
361,491,"{""colors"":[""Orange"",""Blue"",""Red"",""Pink""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-10-01 00:00:00.000
362,477,"{""colors"":[""Pink"",""White""],""first_choice"":""Toy musical instruments"",""second_choice"":""Barbie dolls""}",2024-12-08 00:00:00.000
363,362,"{""colors"":[""Green"",""Red"",""Purple"",""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Building sets""}",2024-11-03 00:00:00.000
364,23,"{""colors"":[""Brown"",""Purple"",""Pink"",""Blue"",""Orange""],""first_choice"":""Play-Doh"",""second_choice"":""Toy kitchen sets""}",2024-02-08 00:00:00.000
365,281,"{""colors"":[""Yellow"",""Pink"",""Black"",""Blue""],""first_choice"":""Rubiks cubes"",""second_choice"":""Remote control cars""}",2024-01-15 00:00:00.000
366,161,"{""colors"":[""White"",""Purple""],""first_choice"":""Rubiks cubes"",""second_choice"":""Board games""}",2024-01-27 00:00:00.000
367,194,"{""colors"":[""Brown""],""first_choice"":""Toy trains"",""second_choice"":""Remote control cars""}",2024-06-26 00:00:00.000
368,959,"{""colors"":[""Yellow"",""Black"",""Orange"",""Blue"",""Brown""],""first_choice"":""Yo-yos"",""second_choice"":""Stuffed animals""}",2024-09-25 00:00:00.000
369,950,"{""colors"":[""Yellow"",""White"",""Yellow"",""Brown""],""first_choice"":""Barbie dolls"",""second_choice"":""Rubiks cubes""}",2024-12-18 00:00:00.000
370,71,"{""colors"":[""Green"",""Green""],""first_choice"":""Hula hoops"",""second_choice"":""Stuffed animals""}",2024-04-17 00:00:00.000
371,365,"{""colors"":[""Black"",""Green"",""White"",""Orange""],""first_choice"":""Building blocks"",""second_choice"":""Building blocks""}",2024-11-15 00:00:00.000
372,59,"{""colors"":[""White"",""Yellow""],""first_choice"":""Dollhouses"",""second_choice"":""Toy trains""}",2024-12-23 00:00:00.000
373,514,"{""colors"":[""Blue"",""White"",""Red"",""Orange""],""first_choice"":""Building sets"",""second_choice"":""Toy trains""}",2024-05-27 00:00:00.000
374,295,"{""colors"":[""Orange"",""Brown"",""Blue""],""first_choice"":""Teddy bears"",""second_choice"":""Jump ropes""}",2024-02-12 00:00:00.000
375,450,"{""colors"":[""Brown"",""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Board games""}",2024-04-25 00:00:00.000
376,116,"{""colors"":[""Purple"",""White"",""Pink"",""Purple""],""first_choice"":""Jump ropes"",""second_choice"":""Toy trucks""}",2024-09-02 00:00:00.000
377,793,"{""colors"":[""White"",""Red""],""first_choice"":""Hula hoops"",""second_choice"":""Barbie dolls""}",2024-12-16 00:00:00.000
378,143,"{""colors"":[""Pink""],""first_choice"":""Teddy bears"",""second_choice"":""Toy trains""}",2024-05-25 00:00:00.000
379,167,"{""colors"":[""Red"",""Brown"",""Pink"",""Purple"",""Purple""],""first_choice"":""Dollhouses"",""second_choice"":""Building blocks""}",2024-02-21 00:00:00.000
380,919,"{""colors"":[""Pink""],""first_choice"":""Teddy bears"",""second_choice"":""Barbie dolls""}",2024-05-07 00:00:00.000
381,932,"{""colors"":[""Brown"",""Pink"",""White"",""Blue""],""first_choice"":""Hula hoops"",""second_choice"":""Building sets""}",2024-07-27 00:00:00.000
382,712,"{""colors"":[""Purple"",""Purple"",""Orange"",""White""],""first_choice"":""Yo-yos"",""second_choice"":""Toy trucks""}",2024-11-18 00:00:00.000
383,375,"{""colors"":[""Black"",""Yellow""],""first_choice"":""Barbie dolls"",""second_choice"":""Teddy bears""}",2024-06-13 00:00:00.000
384,165,"{""colors"":[""Black"",""Pink""],""first_choice"":""Jump ropes"",""second_choice"":""Teddy bears""}",2024-05-31 00:00:00.000
385,432,"{""colors"":[""Green""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-03-15 00:00:00.000
386,615,"{""colors"":[""Blue"",""White"",""Blue"",""Red"",""Purple""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-03-21 00:00:00.000
387,567,"{""colors"":[""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Barbie dolls""}",2024-08-10 00:00:00.000
388,3,"{""colors"":[""White"",""Purple""],""first_choice"":""Yo-yos"",""second_choice"":""Building sets""}",2024-04-21 00:00:00.000
389,184,"{""colors"":[""Black"",""White"",""Red"",""White""],""first_choice"":""Toy trucks"",""second_choice"":""Rubiks cubes""}",2024-02-24 00:00:00.000
390,78,"{""colors"":[""Orange"",""Pink"",""Green"",""White""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy trains""}",2024-07-29 00:00:00.000
391,297,"{""colors"":[""Blue""],""first_choice"":""Stuffed animals"",""second_choice"":""Barbie dolls""}",2024-09-06 00:00:00.000
392,529,"{""colors"":[""Green"",""Purple"",""Orange"",""Blue"",""Green""],""first_choice"":""Play-Doh"",""second_choice"":""Yo-yos""}",2024-09-08 00:00:00.000
393,614,"{""colors"":[""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Building sets""}",2024-09-01 00:00:00.000
394,454,"{""colors"":[""Purple""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-11-01 00:00:00.000
395,494,"{""colors"":[""Yellow"",""Blue"",""Yellow"",""Yellow""],""first_choice"":""Toy trains"",""second_choice"":""Jigsaw puzzles""}",2024-01-23 00:00:00.000
396,83,"{""colors"":[""Pink"",""Black"",""Orange""],""first_choice"":""Toy musical instruments"",""second_choice"":""Remote control cars""}",2024-10-25 00:00:00.000
397,651,"{""colors"":[""Brown""],""first_choice"":""Yo-yos"",""second_choice"":""Play-Doh""}",2024-08-19 00:00:00.000
398,231,"{""colors"":[""Orange"",""Purple""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Rubiks cubes""}",2024-09-18 00:00:00.000
399,799,"{""colors"":[""Red"",""Blue"",""Black""],""first_choice"":""Action figures"",""second_choice"":""Board games""}",2024-04-30 00:00:00.000
400,866,"{""colors"":[""Orange"",""Blue"",""Yellow"",""Pink"",""Yellow""],""first_choice"":""Barbie dolls"",""second_choice"":""Toy kitchen sets""}",2024-08-25 00:00:00.000
401,174,"{""colors"":[""Red"",""Blue"",""Orange"",""Purple""],""first_choice"":""Barbie dolls"",""second_choice"":""Hula hoops""}",2024-01-24 00:00:00.000
402,517,"{""colors"":[""Pink"",""Pink"",""Green"",""White""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Toy kitchen sets""}",2024-12-03 00:00:00.000
403,806,"{""colors"":[""Pink""],""first_choice"":""Stuffed animals"",""second_choice"":""Play-Doh""}",2024-07-19 00:00:00.000
404,860,"{""colors"":[""Orange""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Building sets""}",2024-03-23 00:00:00.000
405,113,"{""colors"":[""Orange"",""Black"",""Purple"",""Blue"",""Orange""],""first_choice"":""Building sets"",""second_choice"":""Toy trucks""}",2024-07-12 00:00:00.000
406,835,"{""colors"":[""Pink"",""Orange"",""Brown"",""Brown"",""Black""],""first_choice"":""Dollhouses"",""second_choice"":""Play-Doh""}",2024-08-17 00:00:00.000
407,996,"{""colors"":[""Blue"",""Black"",""Green"",""Black"",""Green""],""first_choice"":""Stuffed animals"",""second_choice"":""LEGO blocks""}",2024-06-13 00:00:00.000
408,340,"{""colors"":[""Black""],""first_choice"":""Action figures"",""second_choice"":""Building sets""}",2024-02-09 00:00:00.000
409,276,"{""colors"":[""Green"",""Pink"",""White""],""first_choice"":""Building sets"",""second_choice"":""Dollhouses""}",2024-03-14 00:00:00.000
410,180,"{""colors"":[""Blue"",""Orange"",""Yellow"",""Orange""],""first_choice"":""Rubiks cubes"",""second_choice"":""LEGO blocks""}",2024-10-12 00:00:00.000
411,736,"{""colors"":[""Pink"",""Green"",""White"",""Purple""],""first_choice"":""LEGO blocks"",""second_choice"":""Action figures""}",2024-03-21 00:00:00.000
412,815,"{""colors"":[""Red"",""Green"",""Brown""],""first_choice"":""Rubiks cubes"",""second_choice"":""Toy trains""}",2024-07-14 00:00:00.000
413,617,"{""colors"":[""Orange"",""Red"",""Green"",""Black""],""first_choice"":""LEGO blocks"",""second_choice"":""Toy musical instruments""}",2024-06-09 00:00:00.000
414,510,"{""colors"":[""Green"",""Green"",""Yellow"",""Brown"",""White""],""first_choice"":""Building blocks"",""second_choice"":""Toy kitchen sets""}",2024-12-20 00:00:00.000
415,599,"{""colors"":[""Purple"",""Red"",""Brown"",""Blue""],""first_choice"":""Play-Doh"",""second_choice"":""Teddy bears""}",2024-04-09 00:00:00.000
416,887,"{""colors"":[""White"",""Orange""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Action figures""}",2024-10-13 00:00:00.000
417,234,"{""colors"":[""Black"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Dollhouses""}",2024-02-29 00:00:00.000
418,388,"{""colors"":[""White"",""White"",""Brown"",""Blue"",""White""],""first_choice"":""Teddy bears"",""second_choice"":""Stuffed animals""}",2024-10-11 00:00:00.000
419,540,"{""colors"":[""White"",""Green""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-01-14 00:00:00.000
420,714,"{""colors"":[""Brown""],""first_choice"":""Stuffed animals"",""second_choice"":""Remote control cars""}",2024-10-23 00:00:00.000
421,815,"{""colors"":[""White""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-08-19 00:00:00.000
422,104,"{""colors"":[""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Yo-yos""}",2024-08-08 00:00:00.000
423,316,"{""colors"":[""Purple"",""Purple"",""Black""],""first_choice"":""Building sets"",""second_choice"":""Toy trucks""}",2024-03-09 00:00:00.000
424,191,"{""colors"":[""Brown""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Hula hoops""}",2024-04-05 00:00:00.000
425,792,"{""colors"":[""White"",""Yellow"",""Black"",""Orange"",""Brown""],""first_choice"":""Rubiks cubes"",""second_choice"":""Play-Doh""}",2024-03-24 00:00:00.000
426,930,"{""colors"":[""Black"",""Pink"",""Yellow"",""Pink""],""first_choice"":""Rubiks cubes"",""second_choice"":""Jump ropes""}",2024-07-11 00:00:00.000
427,301,"{""colors"":[""Red"",""Purple"",""Purple"",""Orange""],""first_choice"":""Action figures"",""second_choice"":""Toy trucks""}",2024-01-26 00:00:00.000
428,180,"{""colors"":[""Blue""],""first_choice"":""Yo-yos"",""second_choice"":""Remote control cars""}",2024-07-07 00:00:00.000
429,852,"{""colors"":[""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Toy musical instruments""}",2024-11-22 00:00:00.000
430,280,"{""colors"":[""Brown"",""Yellow"",""Pink""],""first_choice"":""LEGO blocks"",""second_choice"":""Yo-yos""}",2024-03-13 00:00:00.000
431,940,"{""colors"":[""Green""],""first_choice"":""LEGO blocks"",""second_choice"":""Rubiks cubes""}",2024-03-06 00:00:00.000
432,129,"{""colors"":[""Pink"",""Red""],""first_choice"":""Jump ropes"",""second_choice"":""Stuffed animals""}",2024-01-01 00:00:00.000
433,650,"{""colors"":[""Purple"",""Red"",""Black""],""first_choice"":""LEGO blocks"",""second_choice"":""Action figures""}",2024-10-26 00:00:00.000
434,312,"{""colors"":[""Pink"",""Black"",""Blue""],""first_choice"":""Yo-yos"",""second_choice"":""Remote control cars""}",2024-04-29 00:00:00.000
435,69,"{""colors"":[""Black"",""Pink"",""Black""],""first_choice"":""Toy trucks"",""second_choice"":""LEGO blocks""}",2024-10-31 00:00:00.000
436,689,"{""colors"":[""White"",""Orange"",""Black"",""Red""],""first_choice"":""Dollhouses"",""second_choice"":""Remote control cars""}",2024-10-09 00:00:00.000
437,110,"{""colors"":[""Green"",""Green"",""Blue""],""first_choice"":""Teddy bears"",""second_choice"":""Jump ropes""}",2024-01-17 00:00:00.000
438,309,"{""colors"":[""Black"",""Pink"",""Brown"",""Black"",""Blue""],""first_choice"":""Toy trains"",""second_choice"":""Action figures""}",2024-05-22 00:00:00.000
439,51,"{""colors"":[""Blue"",""Yellow""],""first_choice"":""Yo-yos"",""second_choice"":""Jigsaw puzzles""}",2024-08-06 00:00:00.000
440,786,"{""colors"":[""Yellow"",""Yellow"",""Red"",""Purple""],""first_choice"":""Barbie dolls"",""second_choice"":""Toy trains""}",2024-03-15 00:00:00.000
441,966,"{""colors"":[""Brown"",""Brown"",""Yellow"",""Brown""],""first_choice"":""Action figures"",""second_choice"":""Yo-yos""}",2024-12-05 00:00:00.000
442,549,"{""colors"":[""White"",""Pink"",""Red"",""Black"",""Yellow""],""first_choice"":""Building blocks"",""second_choice"":""LEGO blocks""}",2024-02-13 00:00:00.000
443,758,"{""colors"":[""Purple""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Yo-yos""}",2024-01-18 00:00:00.000
444,957,"{""colors"":[""Yellow"",""Red"",""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Yo-yos""}",2024-11-01 00:00:00.000
445,218,"{""colors"":[""White"",""Purple""],""first_choice"":""Stuffed animals"",""second_choice"":""Barbie dolls""}",2024-07-08 00:00:00.000
446,861,"{""colors"":[""Green"",""Pink""],""first_choice"":""Dollhouses"",""second_choice"":""Building sets""}",2024-08-03 00:00:00.000
447,912,"{""colors"":[""Blue""],""first_choice"":""Barbie dolls"",""second_choice"":""Hula hoops""}",2024-12-20 00:00:00.000
448,105,"{""colors"":[""Orange"",""Orange"",""Red"",""Orange"",""White""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-03-14 00:00:00.000
449,255,"{""colors"":[""Blue"",""Pink"",""Blue"",""Black"",""Yellow""],""first_choice"":""Building sets"",""second_choice"":""Toy trucks""}",2024-07-26 00:00:00.000
450,674,"{""colors"":[""Pink"",""Brown"",""Pink"",""Brown""],""first_choice"":""Yo-yos"",""second_choice"":""Teddy bears""}",2024-04-19 00:00:00.000
451,25,"{""colors"":[""White"",""Orange"",""Orange"",""Black"",""Green""],""first_choice"":""Building sets"",""second_choice"":""Toy trains""}",2024-11-06 00:00:00.000
452,374,"{""colors"":[""Yellow""],""first_choice"":""Toy trucks"",""second_choice"":""Jigsaw puzzles""}",2024-02-02 00:00:00.000
453,918,"{""colors"":[""Green"",""Blue""],""first_choice"":""LEGO blocks"",""second_choice"":""Play-Doh""}",2024-06-26 00:00:00.000
454,342,"{""colors"":[""Pink"",""Orange"",""Purple"",""Yellow""],""first_choice"":""Building sets"",""second_choice"":""Toy musical instruments""}",2024-04-07 00:00:00.000
455,40,"{""colors"":[""Orange"",""Blue""],""first_choice"":""Jump ropes"",""second_choice"":""Action figures""}",2024-04-28 00:00:00.000
456,738,"{""colors"":[""Red""],""first_choice"":""Action figures"",""second_choice"":""Yo-yos""}",2024-05-29 00:00:00.000
457,786,"{""colors"":[""Green""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trucks""}",2024-08-05 00:00:00.000
458,660,"{""colors"":[""Purple"",""Pink"",""Orange""],""first_choice"":""Hula hoops"",""second_choice"":""Stuffed animals""}",2024-09-22 00:00:00.000
459,362,"{""colors"":[""Blue"",""White"",""Red"",""Blue"",""Yellow""],""first_choice"":""Toy trucks"",""second_choice"":""Jigsaw puzzles""}",2024-04-18 00:00:00.000
460,442,"{""colors"":[""White"",""Blue""],""first_choice"":""Rubiks cubes"",""second_choice"":""Remote control cars""}",2024-06-24 00:00:00.000
461,327,"{""colors"":[""Yellow"",""Green"",""Orange"",""White""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Stuffed animals""}",2024-04-08 00:00:00.000
462,80,"{""colors"":[""Black"",""Pink"",""Brown""],""first_choice"":""Toy trains"",""second_choice"":""Play-Doh""}",2024-12-10 00:00:00.000
463,806,"{""colors"":[""Purple"",""Pink"",""Blue"",""Green"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Building sets""}",2024-06-06 00:00:00.000
464,870,"{""colors"":[""Yellow"",""Purple"",""Orange"",""White""],""first_choice"":""Rubiks cubes"",""second_choice"":""Stuffed animals""}",2024-08-20 00:00:00.000
465,403,"{""colors"":[""Blue"",""Orange"",""Blue"",""Red""],""first_choice"":""Toy trains"",""second_choice"":""Toy trucks""}",2024-08-29 00:00:00.000
466,85,"{""colors"":[""Blue"",""Orange"",""Brown"",""Pink"",""Red""],""first_choice"":""Board games"",""second_choice"":""Toy musical instruments""}",2024-07-02 00:00:00.000
467,336,"{""colors"":[""Blue"",""Red""],""first_choice"":""Action figures"",""second_choice"":""Building blocks""}",2024-10-11 00:00:00.000
468,209,"{""colors"":[""Green""],""first_choice"":""Teddy bears"",""second_choice"":""Play-Doh""}",2024-12-23 00:00:00.000
469,155,"{""colors"":[""Brown"",""Purple"",""Blue"",""Yellow"",""Green""],""first_choice"":""Yo-yos"",""second_choice"":""Jigsaw puzzles""}",2024-07-14 00:00:00.000
470,820,"{""colors"":[""Blue"",""Green"",""Orange""],""first_choice"":""Jump ropes"",""second_choice"":""Teddy bears""}",2024-09-28 00:00:00.000
471,797,"{""colors"":[""Green"",""Purple"",""Red""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Jump ropes""}",2024-01-13 00:00:00.000
472,810,"{""colors"":[""Yellow"",""Brown""],""first_choice"":""Building blocks"",""second_choice"":""Teddy bears""}",2024-05-03 00:00:00.000
473,371,"{""colors"":[""Brown""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Jigsaw puzzles""}",2024-04-15 00:00:00.000
474,238,"{""colors"":[""White""],""first_choice"":""Barbie dolls"",""second_choice"":""Toy trains""}",2024-08-31 00:00:00.000
475,151,"{""colors"":[""Black"",""Pink"",""Black""],""first_choice"":""Board games"",""second_choice"":""Toy musical instruments""}",2024-06-07 00:00:00.000
476,222,"{""colors"":[""Brown""],""first_choice"":""LEGO blocks"",""second_choice"":""Rubiks cubes""}",2024-09-25 00:00:00.000
477,46,"{""colors"":[""Orange""],""first_choice"":""Yo-yos"",""second_choice"":""LEGO blocks""}",2024-11-22 00:00:00.000
478,2,"{""colors"":[""Green"",""Orange"",""Pink"",""Black""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy trucks""}",2024-05-23 00:00:00.000
479,442,"{""colors"":[""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Stuffed animals""}",2024-01-31 00:00:00.000
480,246,"{""colors"":[""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Toy musical instruments""}",2024-08-10 00:00:00.000
481,732,"{""colors"":[""Brown"",""Red"",""Green"",""Yellow""],""first_choice"":""Barbie dolls"",""second_choice"":""Board games""}",2024-09-26 00:00:00.000
482,163,"{""colors"":[""Brown"",""Brown"",""White"",""Red""],""first_choice"":""Building sets"",""second_choice"":""Hula hoops""}",2024-07-22 00:00:00.000
483,392,"{""colors"":[""Pink"",""Purple"",""Purple""],""first_choice"":""Teddy bears"",""second_choice"":""Barbie dolls""}",2024-05-18 00:00:00.000
484,423,"{""colors"":[""Brown"",""Blue"",""White"",""Blue"",""Pink""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Action figures""}",2024-10-27 00:00:00.000
485,957,"{""colors"":[""Black"",""Pink"",""Blue"",""Pink"",""Pink""],""first_choice"":""Board games"",""second_choice"":""Stuffed animals""}",2024-06-26 00:00:00.000
486,715,"{""colors"":[""Pink"",""Black"",""Purple"",""Blue"",""Red""],""first_choice"":""Toy kitchen sets"",""second_choice"":""LEGO blocks""}",2024-11-17 00:00:00.000
487,819,"{""colors"":[""Red"",""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Play-Doh""}",2024-10-23 00:00:00.000
488,828,"{""colors"":[""Purple"",""White"",""Green"",""Yellow""],""first_choice"":""Toy trains"",""second_choice"":""Stuffed animals""}",2024-04-27 00:00:00.000
489,917,"{""colors"":[""Brown"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""Dollhouses""}",2024-12-16 00:00:00.000
490,830,"{""colors"":[""Orange""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trucks""}",2024-01-15 00:00:00.000
491,907,"{""colors"":[""Pink"",""Brown"",""White"",""Orange"",""Green""],""first_choice"":""Dollhouses"",""second_choice"":""Teddy bears""}",2024-02-23 00:00:00.000
492,54,"{""colors"":[""Pink""],""first_choice"":""LEGO blocks"",""second_choice"":""Rubiks cubes""}",2024-07-30 00:00:00.000
493,458,"{""colors"":[""Green"",""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Yo-yos""}",2024-01-14 00:00:00.000
494,348,"{""colors"":[""Purple"",""Blue"",""Pink"",""Red""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jigsaw puzzles""}",2024-01-20 00:00:00.000
495,837,"{""colors"":[""Purple"",""Yellow"",""Pink"",""Blue"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Teddy bears""}",2024-11-17 00:00:00.000
496,936,"{""colors"":[""Brown"",""Yellow"",""Brown"",""Brown""],""first_choice"":""Toy trucks"",""second_choice"":""Yo-yos""}",2024-03-26 00:00:00.000
497,508,"{""colors"":[""Yellow"",""Yellow"",""Yellow""],""first_choice"":""Toy trains"",""second_choice"":""Rubiks cubes""}",2024-10-27 00:00:00.000
498,569,"{""colors"":[""Yellow""],""first_choice"":""Hula hoops"",""second_choice"":""Stuffed animals""}",2024-06-16 00:00:00.000
499,748,"{""colors"":[""Green"",""Brown""],""first_choice"":""Hula hoops"",""second_choice"":""Play-Doh""}",2024-06-13 00:00:00.000
500,388,"{""colors"":[""Brown"",""White"",""Green""],""first_choice"":""Remote control cars"",""second_choice"":""Barbie dolls""}",2024-04-27 00:00:00.000
501,987,"{""colors"":[""Green"",""Red""],""first_choice"":""Play-Doh"",""second_choice"":""LEGO blocks""}",2024-01-28 00:00:00.000
502,178,"{""colors"":[""Blue""],""first_choice"":""Barbie dolls"",""second_choice"":""LEGO blocks""}",2024-08-25 00:00:00.000
503,507,"{""colors"":[""Black""],""first_choice"":""Barbie dolls"",""second_choice"":""Rubiks cubes""}",2024-01-11 00:00:00.000
504,186,"{""colors"":[""Blue"",""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""LEGO blocks""}",2024-01-07 00:00:00.000
505,860,"{""colors"":[""Black""],""first_choice"":""Hula hoops"",""second_choice"":""Hula hoops""}",2024-01-27 00:00:00.000
506,970,"{""colors"":[""Pink"",""Pink"",""Orange"",""Purple""],""first_choice"":""Barbie dolls"",""second_choice"":""Jump ropes""}",2024-03-08 00:00:00.000
507,538,"{""colors"":[""Black"",""Orange"",""Pink""],""first_choice"":""Toy trucks"",""second_choice"":""Remote control cars""}",2024-05-12 00:00:00.000
508,983,"{""colors"":[""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Teddy bears""}",2024-06-12 00:00:00.000
509,537,"{""colors"":[""Yellow"",""Yellow""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Barbie dolls""}",2024-07-28 00:00:00.000
510,677,"{""colors"":[""Orange""],""first_choice"":""Building sets"",""second_choice"":""Building blocks""}",2024-10-12 00:00:00.000
511,274,"{""colors"":[""Green"",""Orange"",""Pink"",""Yellow"",""Orange""],""first_choice"":""Toy trucks"",""second_choice"":""Board games""}",2024-12-13 00:00:00.000
512,596,"{""colors"":[""Yellow"",""Purple"",""Blue"",""Pink"",""White""],""first_choice"":""Dollhouses"",""second_choice"":""Rubiks cubes""}",2024-12-12 00:00:00.000
513,822,"{""colors"":[""Red"",""Blue"",""Brown"",""Brown"",""Black""],""first_choice"":""Building blocks"",""second_choice"":""Building blocks""}",2024-10-10 00:00:00.000
514,314,"{""colors"":[""Red"",""Yellow"",""Pink"",""Pink"",""White""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-07-10 00:00:00.000
515,603,"{""colors"":[""Brown""],""first_choice"":""Play-Doh"",""second_choice"":""Action figures""}",2024-10-02 00:00:00.000
516,463,"{""colors"":[""Orange"",""Brown"",""White""],""first_choice"":""Toy musical instruments"",""second_choice"":""Hula hoops""}",2024-12-05 00:00:00.000
517,702,"{""colors"":[""Yellow"",""Yellow""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Building blocks""}",2024-02-05 00:00:00.000
518,645,"{""colors"":[""Yellow"",""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jump ropes""}",2024-05-24 00:00:00.000
519,733,"{""colors"":[""White"",""Red""],""first_choice"":""Action figures"",""second_choice"":""Remote control cars""}",2024-10-08 00:00:00.000
520,893,"{""colors"":[""Brown"",""Brown""],""first_choice"":""Play-Doh"",""second_choice"":""Toy trucks""}",2024-05-16 00:00:00.000
521,568,"{""colors"":[""White"",""Green"",""Pink"",""Purple"",""Yellow""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Board games""}",2024-06-27 00:00:00.000
522,492,"{""colors"":[""White""],""first_choice"":""Yo-yos"",""second_choice"":""Dollhouses""}",2024-08-06 00:00:00.000
523,735,"{""colors"":[""White""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Hula hoops""}",2024-11-25 00:00:00.000
524,535,"{""colors"":[""Pink"",""Red"",""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trucks""}",2024-12-17 00:00:00.000
525,429,"{""colors"":[""Red"",""Blue"",""Red"",""Brown"",""Purple""],""first_choice"":""Toy trucks"",""second_choice"":""Teddy bears""}",2024-02-21 00:00:00.000
526,569,"{""colors"":[""Yellow"",""Orange"",""White"",""White""],""first_choice"":""Toy trucks"",""second_choice"":""Board games""}",2024-10-12 00:00:00.000
527,533,"{""colors"":[""Orange"",""Green"",""Brown"",""White""],""first_choice"":""Action figures"",""second_choice"":""Building blocks""}",2024-01-03 00:00:00.000
528,227,"{""colors"":[""Purple"",""Yellow"",""White"",""White"",""Purple""],""first_choice"":""Action figures"",""second_choice"":""Action figures""}",2024-09-24 00:00:00.000
529,210,"{""colors"":[""Purple"",""Purple"",""Blue"",""Purple"",""Blue""],""first_choice"":""Remote control cars"",""second_choice"":""Toy musical instruments""}",2024-07-01 00:00:00.000
530,516,"{""colors"":[""Green""],""first_choice"":""Action figures"",""second_choice"":""Teddy bears""}",2024-03-13 00:00:00.000
531,783,"{""colors"":[""Black""],""first_choice"":""Toy musical instruments"",""second_choice"":""Action figures""}",2024-01-20 00:00:00.000
532,300,"{""colors"":[""Blue"",""Orange"",""Purple"",""Yellow""],""first_choice"":""Hula hoops"",""second_choice"":""Barbie dolls""}",2024-09-02 00:00:00.000
533,786,"{""colors"":[""Brown"",""Black"",""Yellow"",""Orange""],""first_choice"":""Remote control cars"",""second_choice"":""Jump ropes""}",2024-09-16 00:00:00.000
534,925,"{""colors"":[""Black"",""Yellow"",""White"",""Green""],""first_choice"":""Building sets"",""second_choice"":""Hula hoops""}",2024-01-12 00:00:00.000
535,616,"{""colors"":[""Yellow"",""Black""],""first_choice"":""Play-Doh"",""second_choice"":""Yo-yos""}",2024-04-19 00:00:00.000
536,842,"{""colors"":[""White"",""White""],""first_choice"":""Building sets"",""second_choice"":""Jigsaw puzzles""}",2024-07-30 00:00:00.000
537,680,"{""colors"":[""Red""],""first_choice"":""Teddy bears"",""second_choice"":""Building blocks""}",2024-05-16 00:00:00.000
538,974,"{""colors"":[""Pink"",""Black"",""Brown"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""Toy musical instruments""}",2024-09-12 00:00:00.000
539,340,"{""colors"":[""White"",""Brown"",""Blue"",""Yellow"",""Black""],""first_choice"":""Jump ropes"",""second_choice"":""Building blocks""}",2024-08-10 00:00:00.000
540,348,"{""colors"":[""Pink""],""first_choice"":""Board games"",""second_choice"":""Remote control cars""}",2024-06-29 00:00:00.000
541,104,"{""colors"":[""White"",""Purple"",""Black""],""first_choice"":""Play-Doh"",""second_choice"":""Toy trucks""}",2024-10-06 00:00:00.000
